Timestamp,TransactionID,Currency,Amount,Method,Reference,AccountID,Type,CounterpartyID,LocalID
8/1/24 20:32,T1025,SGD,72.47,CreditCard,ProductC,SimAccount03,Sales,CPT25,ACCOUNTSECRETKEY01
8/1/24 22:04,T1026,SGD,94.42,CreditCard,ProductA,SimAccount03,Sales,CPT26,ACCOUNTSECRETKEY01
8/1/24 23:06,T1027,SGD,53.31,CreditCard,ProductA,SimAccount03,Sales,CPT27,ACCOUNTSECRETKEY01
9/1/24 0:49,T1028,SGD,98.1,CreditCard,ProductA,SimAccount03,Sales,CPT28,ACCOUNTSECRETKEY01
9/1/24 2:00,T1029,SGD,55.61,CreditCard,ProductB,SimAccount03,Cost,CPT29,ACCOUNTSECRETKEY01
9/1/24 3:21,T1030,SGD,79.96,CreditCard,ProductB,SimAccount03,Sales,CPT30,ACCOUNTSECRETKEY01
9/1/24 3:31,T1031,SGD,60.12,CreditCard,ProductA,SimAccount01,Sales,CPT31,ACCOUNTSECRETKEY01
9/1/24 4:47,T1032,SGD,97.88,CreditCard,ProductB,SimAccount01,Sales,CPT32,ACCOUNTSECRETKEY01
9/1/24 5:43,T1033,SGD,60.27,CreditCard,ProductC,SimAccount03,Sales,CPT33,ACCOUNTSECRETKEY01
9/1/24 7:37,T1034,SGD,66.83,CreditCard,ProductB,SimAccount01,Sales,CPT34,ACCOUNTSECRETKEY01
9/1/24 10:00,T1035,SGD,97.57,CreditCard,ProductA,SimAccount03,Sales,CPT35,ACCOUNTSECRETKEY01
9/1/24 12:12,T1036,SGD,88.1,CreditCard,ProductB,SimAccount01,Sales,CPT36,ACCOUNTSECRETKEY01
9/1/24 12:49,T1037,SGD,70.62,CreditCard,ProductC,SimAccount01,Sales,CPT37,ACCOUNTSECRETKEY01
9/1/24 13:44,T1038,SGD,52.72,CreditCard,ProductC,SimAccount01,Sales,CPT38,ACCOUNTSECRETKEY01
9/1/24 13:49,T1039,SGD,81.02,CreditCard,ProductC,SimAccount03,Sales,CPT39,ACCOUNTSECRETKEY01
9/1/24 15:42,T1040,SGD,81.41,CreditCard,ProductB,SimAccount01,Sales,CPT40,ACCOUNTSECRETKEY01
9/1/24 16:34,T1041,SGD,67.96,CreditCard,ProductC,SimAccount03,Sales,CPT41,ACCOUNTSECRETKEY01
9/1/24 17:30,T1042,SGD,69.89,CreditCard,ProductA,SimAccount01,Sales,CPT42,ACCOUNTSECRETKEY01
9/1/24 19:04,T1043,SGD,86.86,CreditCard,ProductB,SimAccount01,Sales,CPT43,ACCOUNTSECRETKEY01
9/1/24 19:18,T1044,SGD,50.15,CreditCard,ProductB,SimAccount03,Sales,CPT44,ACCOUNTSECRETKEY01
9/1/24 20:06,T1045,SGD,57.66,CreditCard,ProductB,SimAccount03,Sales,CPT45,ACCOUNTSECRETKEY01
9/1/24 21:47,T1046,SGD,85.74,CreditCard,ProductB,SimAccount01,Sales,CPT46,ACCOUNTSECRETKEY01
9/1/24 23:14,T1047,SGD,64.32,CreditCard,ProductC,SimAccount03,Sales,CPT47,ACCOUNTSECRETKEY01
10/1/24 0:35,T1048,SGD,52.55,CreditCard,ProductC,SimAccount03,Sales,CPT48,ACCOUNTSECRETKEY01
10/1/24 1:29,T1049,SGD,77.09,CreditCard,ProductA,SimAccount01,Sales,CPT49,ACCOUNTSECRETKEY01
10/1/24 1:56,T1050,SGD,65.44,CreditCard,ProductC,SimAccount03,Sales,CPT50,ACCOUNTSECRETKEY01
10/1/24 3:06,T1051,SGD,75.07,CreditCard,ProductB,SimAccount01,Sales,CPT51,ACCOUNTSECRETKEY01
10/1/24 4:01,T1052,SGD,52.36,CreditCard,ProductB,SimAccount03,Sales,CPT52,ACCOUNTSECRETKEY01
10/1/24 5:56,T1053,SGD,97.88,CreditCard,ProductA,SimAccount03,Sales,CPT53,ACCOUNTSECRETKEY01
10/1/24 6:10,T1054,SGD,84.09,CreditCard,ProductB,SimAccount01,Sales,CPT54,ACCOUNTSECRETKEY01
10/1/24 6:31,T1055,SGD,55.6,CreditCard,ProductA,SimAccount03,Sales,CPT55,ACCOUNTSECRETKEY01
10/1/24 7:40,T1056,SGD,85.72,CreditCard,ProductA,SimAccount03,Sales,CPT56,ACCOUNTSECRETKEY01
10/1/24 9:11,T1057,SGD,70.58,CreditCard,ProductA,SimAccount03,Sales,CPT57,ACCOUNTSECRETKEY01
10/1/24 9:48,T1058,SGD,94.2,CreditCard,ProductA,SimAccount03,Sales,CPT58,ACCOUNTSECRETKEY01
10/1/24 11:27,T1059,SGD,72.78,CreditCard,ProductA,SimAccount01,Sales,CPT59,ACCOUNTSECRETKEY01
10/1/24 12:39,T1060,SGD,96.3,CreditCard,ProductC,SimAccount03,Sales,CPT60,ACCOUNTSECRETKEY01
10/1/24 13:51,T1061,SGD,82.39,CreditCard,ProductC,SimAccount03,Sales,CPT61,ACCOUNTSECRETKEY01
10/1/24 15:13,T1062,SGD,87.65,CreditCard,ProductC,SimAccount03,Sales,CPT62,ACCOUNTSECRETKEY01
10/1/24 15:31,T1063,SGD,87.68,CreditCard,ProductB,SimAccount01,Sales,CPT63,ACCOUNTSECRETKEY01
10/1/24 17:09,T1064,SGD,89.81,CreditCard,ProductC,SimAccount03,Sales,CPT64,ACCOUNTSECRETKEY01
10/1/24 18:56,T1065,SGD,86.34,CreditCard,ProductA,SimAccount03,Sales,CPT65,ACCOUNTSECRETKEY01
10/1/24 19:49,T1066,SGD,95.92,CreditCard,ProductA,SimAccount03,Sales,CPT66,ACCOUNTSECRETKEY01
10/1/24 20:40,T1067,SGD,56.85,CreditCard,ProductC,SimAccount01,Sales,CPT67,ACCOUNTSECRETKEY01
10/1/24 21:18,T1068,SGD,81.16,CreditCard,ProductA,SimAccount03,Sales,CPT68,ACCOUNTSECRETKEY01
10/1/24 22:01,T1069,SGD,74.14,CreditCard,ProductA,SimAccount03,Sales,CPT69,ACCOUNTSECRETKEY01
11/1/24 0:12,T1070,SGD,93.7,CreditCard,ProductA,SimAccount03,Sales,CPT70,ACCOUNTSECRETKEY01
11/1/24 1:05,T1071,SGD,95.88,CreditCard,ProductA,SimAccount01,Sales,CPT71,ACCOUNTSECRETKEY01
11/1/24 2:53,T1072,SGD,92.02,CreditCard,ProductA,SimAccount01,Sales,CPT72,ACCOUNTSECRETKEY01
11/1/24 4:23,T1073,SGD,64.24,CreditCard,ProductC,SimAccount03,Sales,CPT73,ACCOUNTSECRETKEY01
11/1/24 6:30,T1074,SGD,51.23,CreditCard,ProductA,SimAccount01,Sales,CPT74,ACCOUNTSECRETKEY01
11/1/24 7:14,T1075,SGD,85.73,CreditCard,ProductC,SimAccount03,Sales,CPT75,ACCOUNTSECRETKEY01
11/1/24 9:25,T1076,SGD,51.03,CreditCard,ProductB,SimAccount01,Sales,CPT76,ACCOUNTSECRETKEY01
11/1/24 11:18,T1077,SGD,60.43,CreditCard,ProductA,SimAccount01,Sales,CPT77,ACCOUNTSECRETKEY01
11/1/24 11:28,T1078,SGD,96.49,CreditCard,ProductC,SimAccount03,Cost,CPT78,ACCOUNTSECRETKEY01
11/1/24 11:36,T1079,SGD,57.51,CreditCard,ProductB,SimAccount01,Sales,CPT79,ACCOUNTSECRETKEY01
11/1/24 13:09,T1080,SGD,75.37,CreditCard,ProductA,SimAccount03,Sales,CPT80,ACCOUNTSECRETKEY01
11/1/24 13:32,T1081,SGD,96.9,CreditCard,ProductC,SimAccount03,Sales,CPT81,ACCOUNTSECRETKEY01
11/1/24 14:06,T1082,SGD,61.63,CreditCard,ProductA,SimAccount03,Sales,CPT82,ACCOUNTSECRETKEY01
11/1/24 16:06,T1083,SGD,80.13,CreditCard,ProductA,SimAccount01,Sales,CPT83,ACCOUNTSECRETKEY01
11/1/24 17:15,T1084,SGD,52.48,CreditCard,ProductC,SimAccount01,Sales,CPT84,ACCOUNTSECRETKEY01
11/1/24 18:17,T1085,SGD,72.91,CreditCard,ProductC,SimAccount03,Sales,CPT85,ACCOUNTSECRETKEY01
11/1/24 19:12,T1086,SGD,87.84,CreditCard,ProductB,SimAccount03,Sales,CPT86,ACCOUNTSECRETKEY01
11/1/24 20:49,T1087,SGD,98.89,CreditCard,ProductC,SimAccount01,Sales,CPT87,ACCOUNTSECRETKEY01
11/1/24 21:53,T1088,SGD,53.51,CreditCard,ProductA,SimAccount03,Sales,CPT88,ACCOUNTSECRETKEY01
11/1/24 22:20,T1089,SGD,68.34,CreditCard,ProductA,SimAccount01,Sales,CPT89,ACCOUNTSECRETKEY01
12/1/24 0:35,T1090,SGD,78.02,CreditCard,ProductB,SimAccount01,Sales,CPT90,ACCOUNTSECRETKEY01
12/1/24 2:14,T1091,SGD,93.21,CreditCard,ProductB,SimAccount01,Sales,CPT91,ACCOUNTSECRETKEY01
12/1/24 3:32,T1092,SGD,77.42,CreditCard,ProductC,SimAccount01,Sales,CPT92,ACCOUNTSECRETKEY01
12/1/24 5:40,T1093,SGD,71.63,CreditCard,ProductB,SimAccount03,Sales,CPT93,ACCOUNTSECRETKEY01
12/1/24 6:07,T1094,SGD,65.44,CreditCard,ProductC,SimAccount03,Sales,CPT94,ACCOUNTSECRETKEY01
12/1/24 6:19,T1095,SGD,94.38,CreditCard,ProductC,SimAccount03,Sales,CPT95,ACCOUNTSECRETKEY01
12/1/24 6:56,T1096,SGD,71.84,CreditCard,ProductB,SimAccount03,Sales,CPT96,ACCOUNTSECRETKEY01
12/1/24 8:07,T1097,SGD,82.81,CreditCard,ProductA,SimAccount03,Sales,CPT97,ACCOUNTSECRETKEY01
12/1/24 10:13,T1098,SGD,62.02,CreditCard,ProductA,SimAccount03,Sales,CPT98,ACCOUNTSECRETKEY01
12/1/24 11:19,T1099,SGD,64.65,CreditCard,ProductA,SimAccount03,Sales,CPT99,ACCOUNTSECRETKEY01
12/1/24 13:24,T1100,SGD,71.59,CreditCard,ProductA,SimAccount01,Sales,CPT100,ACCOUNTSECRETKEY01
12/1/24 14:11,T1101,SGD,85.85,CreditCard,ProductC,SimAccount01,Sales,CPT101,ACCOUNTSECRETKEY01
12/1/24 15:09,T1102,SGD,75.98,CreditCard,ProductA,SimAccount03,Sales,CPT102,ACCOUNTSECRETKEY01
12/1/24 15:53,T1103,SGD,97.44,CreditCard,ProductA,SimAccount01,Sales,CPT103,ACCOUNTSECRETKEY01
12/1/24 15:59,T1104,SGD,75.71,CreditCard,ProductA,SimAccount03,Sales,CPT104,ACCOUNTSECRETKEY01
12/1/24 16:00,T1105,SGD,93.59,CreditCard,ProductC,SimAccount01,Sales,CPT105,ACCOUNTSECRETKEY01
12/1/24 17:43,T1106,SGD,81.66,CreditCard,ProductA,SimAccount03,Sales,CPT106,ACCOUNTSECRETKEY01
12/1/24 19:47,T1107,SGD,70.43,CreditCard,ProductB,SimAccount03,Sales,CPT107,ACCOUNTSECRETKEY01
12/1/24 21:23,T1108,SGD,85.32,CreditCard,ProductA,SimAccount01,Sales,CPT108,ACCOUNTSECRETKEY01
12/1/24 22:54,T1109,SGD,87.18,CreditCard,ProductC,SimAccount03,Sales,CPT109,ACCOUNTSECRETKEY01
12/1/24 23:16,T1110,SGD,86.89,CreditCard,ProductC,SimAccount01,Sales,CPT110,ACCOUNTSECRETKEY01
13/1/24 0:07,T1111,SGD,85.13,CreditCard,ProductB,SimAccount01,Sales,CPT111,ACCOUNTSECRETKEY01
13/1/24 2:03,T1112,SGD,78.36,CreditCard,ProductB,SimAccount01,Sales,CPT112,ACCOUNTSECRETKEY01
13/1/24 3:01,T1113,SGD,56.68,CreditCard,ProductA,SimAccount01,Sales,CPT113,ACCOUNTSECRETKEY01
13/1/24 3:12,T1114,SGD,58.38,CreditCard,ProductC,SimAccount03,Sales,CPT114,ACCOUNTSECRETKEY01
13/1/24 4:18,T1115,SGD,76.43,CreditCard,ProductC,SimAccount01,Cost,CPT115,ACCOUNTSECRETKEY01
13/1/24 5:33,T1116,SGD,99.55,CreditCard,ProductB,SimAccount03,Sales,CPT116,ACCOUNTSECRETKEY01
13/1/24 5:45,T1117,SGD,76.32,CreditCard,ProductA,SimAccount01,Sales,CPT117,ACCOUNTSECRETKEY01
13/1/24 6:10,T1118,SGD,87.37,CreditCard,ProductA,SimAccount01,Sales,CPT118,ACCOUNTSECRETKEY01
13/1/24 6:44,T1119,SGD,69.11,CreditCard,ProductA,SimAccount01,Sales,CPT119,ACCOUNTSECRETKEY01
13/1/24 8:33,T1120,SGD,50.2,CreditCard,ProductA,SimAccount03,Sales,CPT120,ACCOUNTSECRETKEY01
13/1/24 10:20,T1121,SGD,68.53,CreditCard,ProductA,SimAccount03,Sales,CPT121,ACCOUNTSECRETKEY01
13/1/24 12:14,T1122,SGD,73.79,CreditCard,ProductA,SimAccount01,Sales,CPT122,ACCOUNTSECRETKEY01
13/1/24 13:26,T1123,SGD,59.36,CreditCard,ProductA,SimAccount03,Sales,CPT123,ACCOUNTSECRETKEY01
13/1/24 15:30,T1124,SGD,55.32,CreditCard,ProductB,SimAccount03,Sales,CPT124,ACCOUNTSECRETKEY01
13/1/24 17:00,T1125,SGD,69.12,CreditCard,ProductC,SimAccount03,Sales,CPT125,ACCOUNTSECRETKEY01
13/1/24 18:53,T1126,SGD,82.11,CreditCard,ProductA,SimAccount03,Sales,CPT126,ACCOUNTSECRETKEY01
13/1/24 18:53,T1127,SGD,51.39,CreditCard,ProductA,SimAccount01,Sales,CPT127,ACCOUNTSECRETKEY01
13/1/24 20:49,T1128,SGD,88.74,CreditCard,ProductC,SimAccount03,Sales,CPT128,ACCOUNTSECRETKEY01
13/1/24 21:38,T1129,SGD,93.56,CreditCard,ProductC,SimAccount01,Sales,CPT129,ACCOUNTSECRETKEY01
13/1/24 23:12,T1130,SGD,78.15,CreditCard,ProductB,SimAccount03,Sales,CPT130,ACCOUNTSECRETKEY01
13/1/24 23:45,T1131,SGD,82.64,CreditCard,ProductA,SimAccount01,Sales,CPT131,ACCOUNTSECRETKEY01
14/1/24 0:05,T1132,SGD,76.05,CreditCard,ProductB,SimAccount01,Sales,CPT132,ACCOUNTSECRETKEY01
14/1/24 2:09,T1133,SGD,51.23,CreditCard,ProductA,SimAccount01,Sales,CPT133,ACCOUNTSECRETKEY01
14/1/24 2:54,T1134,SGD,85.14,CreditCard,ProductA,SimAccount01,Sales,CPT134,ACCOUNTSECRETKEY01
14/1/24 4:38,T1135,SGD,84.31,CreditCard,ProductA,SimAccount03,Sales,CPT135,ACCOUNTSECRETKEY01
14/1/24 5:30,T1136,SGD,93.67,CreditCard,ProductA,SimAccount01,Cost,CPT136,ACCOUNTSECRETKEY01
14/1/24 6:15,T1137,SGD,83.27,CreditCard,ProductC,SimAccount01,Sales,CPT137,ACCOUNTSECRETKEY01
14/1/24 7:51,T1138,SGD,61.42,CreditCard,ProductB,SimAccount01,Sales,CPT138,ACCOUNTSECRETKEY01
14/1/24 8:57,T1139,SGD,59.13,CreditCard,ProductA,SimAccount03,Sales,CPT139,ACCOUNTSECRETKEY01
14/1/24 9:08,T1140,SGD,64.97,CreditCard,ProductB,SimAccount03,Sales,CPT140,ACCOUNTSECRETKEY01
14/1/24 10:51,T1141,SGD,52.88,CreditCard,ProductA,SimAccount01,Sales,CPT141,ACCOUNTSECRETKEY01
14/1/24 11:28,T1142,SGD,97.32,CreditCard,ProductA,SimAccount01,Sales,CPT142,ACCOUNTSECRETKEY01
14/1/24 13:08,T1143,SGD,73.23,CreditCard,ProductB,SimAccount01,Sales,CPT143,ACCOUNTSECRETKEY01
14/1/24 15:25,T1144,SGD,66.61,CreditCard,ProductA,SimAccount01,Sales,CPT144,ACCOUNTSECRETKEY01
14/1/24 17:37,T1145,SGD,77.96,CreditCard,ProductC,SimAccount03,Sales,CPT145,ACCOUNTSECRETKEY01
14/1/24 17:41,T1146,SGD,81.47,CreditCard,ProductB,SimAccount01,Sales,CPT146,ACCOUNTSECRETKEY01
14/1/24 19:58,T1147,SGD,54.26,CreditCard,ProductC,SimAccount03,Sales,CPT147,ACCOUNTSECRETKEY01
14/1/24 22:20,T1148,SGD,85.23,CreditCard,ProductA,SimAccount01,Sales,CPT148,ACCOUNTSECRETKEY01
15/1/24 0:11,T1149,SGD,78.68,CreditCard,ProductC,SimAccount01,Sales,CPT149,ACCOUNTSECRETKEY01
15/1/24 0:16,T1150,SGD,61.73,CreditCard,ProductB,SimAccount01,Sales,CPT150,ACCOUNTSECRETKEY01
15/1/24 2:19,T1151,SGD,60.67,CreditCard,ProductC,SimAccount03,Sales,CPT151,ACCOUNTSECRETKEY01
15/1/24 4:38,T1152,SGD,78.56,CreditCard,ProductA,SimAccount03,Sales,CPT152,ACCOUNTSECRETKEY01
15/1/24 5:13,T1153,SGD,76.66,CreditCard,ProductB,SimAccount03,Sales,CPT153,ACCOUNTSECRETKEY01
15/1/24 6:36,T1154,SGD,96.65,CreditCard,ProductB,SimAccount03,Sales,CPT154,ACCOUNTSECRETKEY01
15/1/24 6:37,T1155,SGD,89.17,CreditCard,ProductA,SimAccount01,Sales,CPT155,ACCOUNTSECRETKEY01
15/1/24 8:44,T1156,SGD,69.45,CreditCard,ProductB,SimAccount01,Cost,CPT156,ACCOUNTSECRETKEY01
15/1/24 9:59,T1157,SGD,86.6,CreditCard,ProductA,SimAccount03,Sales,CPT157,ACCOUNTSECRETKEY01
15/1/24 10:34,T1158,SGD,76.44,CreditCard,ProductC,SimAccount01,Sales,CPT158,ACCOUNTSECRETKEY01
15/1/24 11:44,T1159,SGD,60.91,CreditCard,ProductC,SimAccount03,Sales,CPT159,ACCOUNTSECRETKEY01
15/1/24 12:12,T1160,SGD,92.26,CreditCard,ProductC,SimAccount01,Sales,CPT160,ACCOUNTSECRETKEY01
15/1/24 12:33,T1161,SGD,67.25,CreditCard,ProductB,SimAccount01,Sales,CPT161,ACCOUNTSECRETKEY01
15/1/24 14:08,T1162,SGD,62.03,CreditCard,ProductB,SimAccount03,Sales,CPT162,ACCOUNTSECRETKEY01
15/1/24 15:57,T1163,SGD,61.15,CreditCard,ProductA,SimAccount01,Sales,CPT163,ACCOUNTSECRETKEY01
15/1/24 17:20,T1164,SGD,67.54,CreditCard,ProductA,SimAccount01,Sales,CPT164,ACCOUNTSECRETKEY01
15/1/24 17:36,T1165,SGD,97.5,CreditCard,ProductA,SimAccount03,Sales,CPT165,ACCOUNTSECRETKEY01
15/1/24 19:48,T1166,SGD,96.54,CreditCard,ProductA,SimAccount01,Sales,CPT166,ACCOUNTSECRETKEY01
15/1/24 20:34,T1167,SGD,69.41,CreditCard,ProductB,SimAccount01,Sales,CPT167,ACCOUNTSECRETKEY01
15/1/24 21:04,T1168,SGD,62.02,CreditCard,ProductB,SimAccount03,Sales,CPT168,ACCOUNTSECRETKEY01
15/1/24 22:48,T1169,SGD,87.46,CreditCard,ProductC,SimAccount01,Sales,CPT169,ACCOUNTSECRETKEY01
16/1/24 0:07,T1170,SGD,64.8,CreditCard,ProductA,SimAccount01,Sales,CPT170,ACCOUNTSECRETKEY01
16/1/24 2:01,T1171,SGD,68.05,CreditCard,ProductC,SimAccount03,Sales,CPT171,ACCOUNTSECRETKEY01
16/1/24 2:07,T1172,SGD,63.69,CreditCard,ProductB,SimAccount03,Sales,CPT172,ACCOUNTSECRETKEY01
16/1/24 3:32,T1173,SGD,80.12,CreditCard,ProductA,SimAccount03,Sales,CPT173,ACCOUNTSECRETKEY01
16/1/24 4:54,T1174,SGD,67.6,CreditCard,ProductB,SimAccount01,Sales,CPT174,ACCOUNTSECRETKEY01
16/1/24 6:00,T1175,SGD,74.73,CreditCard,ProductC,SimAccount03,Sales,CPT175,ACCOUNTSECRETKEY01
16/1/24 8:06,T1176,SGD,88.55,CreditCard,ProductA,SimAccount03,Sales,CPT176,ACCOUNTSECRETKEY01
16/1/24 8:59,T1177,SGD,60.48,CreditCard,ProductC,SimAccount01,Sales,CPT177,ACCOUNTSECRETKEY01
16/1/24 10:53,T1178,SGD,54.97,CreditCard,ProductC,SimAccount03,Sales,CPT178,ACCOUNTSECRETKEY01
16/1/24 12:33,T1179,SGD,81,CreditCard,ProductB,SimAccount01,Sales,CPT179,ACCOUNTSECRETKEY01
16/1/24 14:20,T1180,SGD,58.41,CreditCard,ProductA,SimAccount03,Sales,CPT180,ACCOUNTSECRETKEY01
16/1/24 14:36,T1181,SGD,62.04,CreditCard,ProductB,SimAccount01,Sales,CPT181,ACCOUNTSECRETKEY01
16/1/24 15:09,T1182,SGD,86.34,CreditCard,ProductB,SimAccount03,Sales,CPT182,ACCOUNTSECRETKEY01
16/1/24 17:17,T1183,SGD,56.81,CreditCard,ProductA,SimAccount01,Sales,CPT183,ACCOUNTSECRETKEY01
16/1/24 18:41,T1184,SGD,70.6,CreditCard,ProductA,SimAccount01,Sales,CPT184,ACCOUNTSECRETKEY01
16/1/24 19:11,T1185,SGD,94.81,CreditCard,ProductA,SimAccount03,Sales,CPT185,ACCOUNTSECRETKEY01
16/1/24 20:50,T1186,SGD,93.44,CreditCard,ProductC,SimAccount01,Sales,CPT186,ACCOUNTSECRETKEY01
16/1/24 22:48,T1187,SGD,98.06,CreditCard,ProductA,SimAccount03,Sales,CPT187,ACCOUNTSECRETKEY01
17/1/24 0:25,T1188,SGD,88.45,CreditCard,ProductA,SimAccount03,Sales,CPT188,ACCOUNTSECRETKEY01
17/1/24 1:21,T1189,SGD,54.27,CreditCard,ProductB,SimAccount01,Sales,CPT189,ACCOUNTSECRETKEY01
17/1/24 2:14,T1190,SGD,51.79,CreditCard,ProductA,SimAccount03,Sales,CPT190,ACCOUNTSECRETKEY01
17/1/24 3:30,T1191,SGD,65.3,CreditCard,ProductA,SimAccount01,Sales,CPT191,ACCOUNTSECRETKEY01
17/1/24 4:58,T1192,SGD,76.57,CreditCard,ProductA,SimAccount01,Sales,CPT192,ACCOUNTSECRETKEY01
17/1/24 6:50,T1193,SGD,94.94,CreditCard,ProductA,SimAccount03,Sales,CPT193,ACCOUNTSECRETKEY01
17/1/24 6:54,T1194,SGD,75.09,CreditCard,ProductA,SimAccount03,Sales,CPT194,ACCOUNTSECRETKEY01
17/1/24 7:41,T1195,SGD,83.78,CreditCard,ProductC,SimAccount01,Sales,CPT195,ACCOUNTSECRETKEY01
17/1/24 8:03,T1196,SGD,69.17,CreditCard,ProductB,SimAccount03,Sales,CPT196,ACCOUNTSECRETKEY01
17/1/24 10:05,T1197,SGD,90.69,CreditCard,ProductC,SimAccount01,Sales,CPT197,ACCOUNTSECRETKEY01
17/1/24 12:12,T1198,SGD,52.4,CreditCard,ProductB,SimAccount01,Sales,CPT198,ACCOUNTSECRETKEY01
17/1/24 13:27,T1199,SGD,67.55,CreditCard,ProductB,SimAccount01,Sales,CPT199,ACCOUNTSECRETKEY01
17/1/24 14:22,T1200,SGD,51.67,CreditCard,ProductA,SimAccount03,Sales,CPT200,ACCOUNTSECRETKEY01
17/1/24 15:27,T1201,SGD,51.04,CreditCard,ProductB,SimAccount01,Sales,CPT201,ACCOUNTSECRETKEY01
17/1/24 17:26,T1202,SGD,53.09,CreditCard,ProductC,SimAccount01,Sales,CPT202,ACCOUNTSECRETKEY01
17/1/24 18:58,T1203,SGD,64.98,CreditCard,ProductB,SimAccount03,Sales,CPT203,ACCOUNTSECRETKEY01
17/1/24 19:59,T1204,SGD,75.84,CreditCard,ProductA,SimAccount03,Sales,CPT204,ACCOUNTSECRETKEY01
17/1/24 21:30,T1205,SGD,91.49,CreditCard,ProductB,SimAccount03,Sales,CPT205,ACCOUNTSECRETKEY01
17/1/24 21:32,T1206,SGD,94.7,CreditCard,ProductC,SimAccount03,Sales,CPT206,ACCOUNTSECRETKEY01
17/1/24 22:03,T1207,SGD,97.65,CreditCard,ProductA,SimAccount01,Sales,CPT207,ACCOUNTSECRETKEY01
17/1/24 22:05,T1208,SGD,56.88,CreditCard,ProductA,SimAccount03,Sales,CPT208,ACCOUNTSECRETKEY01
17/1/24 22:37,T1209,SGD,66.48,CreditCard,ProductA,SimAccount01,Sales,CPT209,ACCOUNTSECRETKEY01
17/1/24 23:37,T1210,SGD,64.96,CreditCard,ProductB,SimAccount01,Sales,CPT210,ACCOUNTSECRETKEY01
18/1/24 1:58,T1211,SGD,98.09,CreditCard,ProductA,SimAccount01,Sales,CPT211,ACCOUNTSECRETKEY01
18/1/24 3:12,T1212,SGD,51.02,CreditCard,ProductC,SimAccount03,Sales,CPT212,ACCOUNTSECRETKEY01
18/1/24 3:36,T1213,SGD,65.88,CreditCard,ProductB,SimAccount01,Sales,CPT213,ACCOUNTSECRETKEY01
